Event,Country,Athlete,Sport,Gold,Silver,Bronze
Paris 2024,AUS,Van Der Westhuyzen Pierre,Canoe Sprint,0,1,0
Paris 2024,AUS,Williams Alice,Water Polo,0,1,0
Paris 2024,AUS,Yang William,Swimming,0,1,0
Paris 2024,AZE,Alfonso Dominguez Loren Berto,Boxing,0,1,0
Paris 2024,AZE,Magomedov Gashim,Taekwondo,0,1,0
Paris 2024,BEL,Abdi Bashir,Athletics,0,1,0
Paris 2024,BOT,Kebinatshipi Busang Collen,Athletics,0,1,0
Paris 2024,BOT,Ndori Bayapo,Athletics,0,1,0
Paris 2024,BOT,Pesela Anthony,Athletics,0,1,0
Paris 2024,BRA,Adriana,Football,0,1,0
Paris 2024,BRA,Ana Vitoria,Football,0,1,0
Paris 2024,BRA,Angelina,Football,0,1,0
Paris 2024,BRA,Antonia,Football,0,1,0
Paris 2024,BRA,Bonfim Caio,Athletics,0,1,0
Paris 2024,BRA,Duda Sampaio,Football,0,1,0
Paris 2024,BRA,Gabi Nunes,Football,0,1,0
Paris 2024,BRA,Gabi Portilho,Football,0,1,0
Paris 2024,BRA,Jheniffer,Football,0,1,0
Paris 2024,BRA,Kerolin,Football,0,1,0
Paris 2024,BRA,Lauren,Football,0,1,0
Paris 2024,BRA,Lorena,Football,0,1,0
Paris 2024,BRA,Luciana,Football,0,1,0
Paris 2024,BRA,Ludmila,Football,0,1,0
Paris 2024,BRA,Marta,Football,0,1,0
Paris 2024,BRA,Priscila,Football,0,1,0
Paris 2024,BRA,Queiroz Isaquias,Canoe Sprint,0,1,0
Paris 2024,BRA,Rafaelle,Football,0,1,0
Paris 2024,BRA,Taina,Football,0,1,0
Paris 2024,BRA,Tamires,Football,0,1,0
Paris 2024,BRA,Tarciane,Football,0,1,0
Paris 2024,BRA,Thais,Football,0,1,0
Paris 2024,BRA,Vitoria Yaya,Football,0,1,0
Paris 2024,BRA,Weston-Webb Tatiana,Surfing,0,1,0
Paris 2024,BRA,Yasmim,Football,0,1,0
Paris 2024,BRN,Naser Salwa Eid,Athletics,0,1,0
Paris 2024,BUL,Kaleyn Boryana,Rhythmic Gymnastics,0,1,0
Paris 2024,CAN,Apps Olivia,Rugby Sevens,0,1,0
Paris 2024,CAN,Arop Marco,Athletics,0,1,0
Paris 2024,CAN,Bermudez Fancy,Rugby Sevens,0,1,0
Paris 2024,CAN,Charron Maude,Weightlifting,0,1,0
Paris 2024,CAN,Corrigan Alysha,Rugby Sevens,0,1,0
Paris 2024,CAN,Crossley Caroline,Rugby Sevens,0,1,0
Paris 2024,CAN,Daniels Chloe,Rugby Sevens,0,1,0
Paris 2024,CAN,Dent Abby,Rowing,0,1,0
Paris 2024,CAN,Filmer Caileigh,Rowing,0,1,0
Paris 2024,CAN,Gruchalla-Wesierski Kasia,Rowing,0,1,0
Paris 2024,CAN,Hogan-Rochester Asia,Rugby Sevens,0,1,0
Paris 2024,CAN,Humana-Paredes Melissa,Beach Volleyball,0,1,0
Paris 2024,CAN,Kit Kristen,Rowing,0,1,0
Paris 2024,CAN,Liendo Josh,Swimming,0,1,0
Paris 2024,CAN,Logan Piper,Rugby Sevens,0,1,0
Paris 2024,CAN,Meschkuleit Maya,Rowing,0,1,0
Paris 2024,CAN,Norsten Carissa,Rugby Sevens,0,1,0
Paris 2024,CAN,Payne Sydney,Rowing,0,1,0
Paris 2024,CAN,Perry Taylor,Rugby Sevens,0,1,0
Paris 2024,CAN,Scurfield Krissy,Rugby Sevens,0,1,0
Paris 2024,CAN,Sevick Jessica,Rowing,0,1,0
Paris 2024,CAN,Symonds Florence,Rugby Sevens,0,1,0
Paris 2024,CAN,Valenzuela Shalaya,Rugby Sevens,0,1,0
Paris 2024,CAN,Walker Kristina,Rowing,0,1,0
Paris 2024,CAN,Wardley Keyara,Rugby Sevens,0,1,0
Paris 2024,CAN,Wasteneys Avalon,Rowing,0,1,0
Paris 2024,CAN,Wilkerson Brandie,Beach Volleyball,0,1,0
Paris 2024,CAN,Williams Charity,Rugby Sevens,0,1,0
Paris 2024,CHI,Acosta Fernandez Yasmani,Wrestling,0,1,0
Paris 2024,CHN,An Qixuan,Archery,0,1,0
Paris 2024,CHN,Cao Liguo,Wrestling,0,1,0
Paris 2024,CHN,Chen Yang,Hockey,0,1,0
Paris 2024,CHN,Chen Yi,Hockey,0,1,0
Paris 2024,CHN,Dan Wen,Hockey,0,1,0
Paris 2024,CHN,Deng Lijuan,Sport Climbing,0,1,0
Paris 2024,CHN,Fan Yunxia,Hockey,0,1,0
Paris 2024,CHN,Feng Bin,Athletics,0,1,0
Paris 2024,CHN,Gu Bingfeng,Hockey,0,1,0
Paris 2024,CHN,Guo Qing,Taekwondo,0,1,0
Paris 2024,CHN,He Bing Jiao,Badminton,0,1,0
Paris 2024,CHN,He Jiangxin,Hockey,0,1,0
Paris 2024,CHN,Li Hong,Hockey,0,1,0
Paris 2024,CHN,Li Jiaman,Archery,0,1,0
Paris 2024,CHN,Liang Wei Keng,Badminton,0,1,0
Paris 2024,CHN,Liu Sheng Shu,Badminton,0,1,0
Paris 2024,CHN,Ma Ning,Hockey,0,1,0
Paris 2024,CHN,Ou Zixia,Hockey,0,1,0
Paris 2024,CHN,Qi Ying,Shooting,0,1,0
Paris 2024,CHN,Qiu Qiyuan,Artistic Gymnastics,0,1,0
Paris 2024,CHN,Su Weide,Artistic Gymnastics,0,1,0
Paris 2024,CHN,Tan Jinzhuang,Hockey,0,1,0
Paris 2024,CHN,Tan Ning,Badminton,0,1,0
Paris 2024,CHN,Wang Chang,Badminton,0,1,0
Paris 2024,CHN,Wang Xinyu,Tennis,0,1,0
Paris 2024,CHN,Wang Zisai,Trampoline Gymnastics,0,1,0
Paris 2024,CHN,Wu Peng,Sport Climbing,0,1,0
Paris 2024,CHN,Xu Wenyu,Hockey,0,1,0
Paris 2024,CHN,Yang Liu,Hockey,0,1,0
Paris 2024,CHN,Yang Wenlu,Boxing,0,1,0
Paris 2024,CHN,Yang Xiaolei,Archery,0,1,0
Paris 2024,CHN,Ye Jiao,Hockey,0,1,0
Paris 2024,CHN,Yu Anhui,Hockey,0,1,0
Paris 2024,CHN,Zhang Ying,Hockey,0,1,0
Paris 2024,CHN,Zhang Zhizhen,Tennis,0,1,0
Paris 2024,CHN,Zhong Jiaqi,Hockey,0,1,0
Paris 2024,CHN,Zhou Yaqin,Artistic Gymnastics,0,1,0
Paris 2024,CHN,Zou Meirong,Hockey,0,1,0
Paris 2024,COL,Barajas Angel,Artistic Gymnastics,0,1,0
Paris 2024,COL,Lopez Yeison,Weightlifting,0,1,0
Paris 2024,COL,Sanchez Mari Leivis,Weightlifting,0,1,0
Paris 2024,CRO,Bijac Marko,Water Polo,0,1,0
Paris 2024,CRO,Biljaka Matias,Water Polo,0,1,0
Paris 2024,CRO,Bukic Luka,Water Polo,0,1,0
Paris 2024,CRO,Buric Rino,Water Polo,0,1,0
Paris 2024,CRO,Fatovic Loren,Water Polo,0,1,0
Paris 2024,CRO,Jokovic Maro,Water Polo,0,1,0
Paris 2024,CRO,Kharkov Konstantin,Water Polo,0,1,0
Paris 2024,CRO,Loncar Luka,Water Polo,0,1,0
Paris 2024,CRO,Marinic Kragic Jerko,Water Polo,0,1,0
Paris 2024,CRO,Popadic Toni,Water Polo,0,1,0
Paris 2024,CRO,Vekic Donna,Tennis,0,1,0
Paris 2024,CRO,Vrlic Josip,Water Polo,0,1,0
Paris 2024,CRO,Vukicevic Ante,Water Polo,0,1,0
Paris 2024,CRO,Zuvela Marko,Water Polo,0,1,0
Paris 2024,CUB,Guzman Lopez Yusneylis,Wrestling,0,1,0
Paris 2024,CYP,Kontides Pavlos,Sailing,0,1,0
Paris 2024,DEN,Bachmann Andersen Daniel,Equestrian,0,1,0
Paris 2024,DEN,Laudrup-Dufour Cathrine,Equestrian,0,1,0
Paris 2024,DEN,Rindom Anne-Marie,Sailing,0,1,0
Paris 2024,DEN,Skodborg Merrald Nanna,Equestrian,0,1,0
Paris 2024,ECU,Morejon Glenda,Athletics,0,1,0
Paris 2024,ECU,Yepez Guzman Lucia Yamileth,Wrestling,0,1,0
Paris 2024,EGY,Ahmed Sara,Weightlifting,0,1,0
Paris 2024,ESP,Alcaraz Carlos,Tennis,0,1,0
Paris 2024,ESP,Alonso Gracia,3x3 Basketball,0,1,0
Paris 2024,ESP,Camilion Juana,3x3 Basketball,0,1,0
Paris 2024,ESP,Ghadfa Drissi El Aissaoui Ayoub,Boxing,0,1,0
Paris 2024,ESP,Gimeno Vega,3x3 Basketball,0,1,0
Paris 2024,ESP,Ygueravide Sandra,3x3 Basketball,0,1,0
Paris 2024,ETH,Aregawi Berihu,Athletics,0,1,0
Paris 2024,ETH,Assefa Tigst,Athletics,0,1,0
Paris 2024,ETH,Duguma Tsige,Athletics,0,1,0
Paris 2024,FIJ,Baleiwairiki Iosefo,Rugby Sevens,0,1,0
Paris 2024,FIJ,Josaia Raisuqe,Rugby Sevens,0,1,0
Paris 2024,FIJ,Loganimasi Ponipate,Rugby Sevens,0,1,0
Paris 2024,FIJ,Matana Jeremaia,Rugby Sevens,0,1,0
Paris 2024,FIJ,Mocenacagi Sevuloni,Rugby Sevens,0,1,0
Paris 2024,FIJ,Nacuqu Waisea,Rugby Sevens,0,1,0
Paris 2024,FIJ,Nasova Joji,Rugby Sevens,0,1,0
Paris 2024,FIJ,Rasaku Kaminieli,Rugby Sevens,0,1,0
Paris 2024,FIJ,Ravutaumada Selesitino,Rugby Sevens,0,1,0
Paris 2024,FIJ,Sauturaga Filipe,Rugby Sevens,0,1,0
Paris 2024,FIJ,Talacolo Joseva,Rugby Sevens,0,1,0
Paris 2024,FIJ,Teba Iowane,Rugby Sevens,0,1,0
Paris 2024,FIJ,Tuwai Jerry,Rugby Sevens,0,1,0
Paris 2024,FIJ,Veilawa Terio Tamani,Rugby Sevens,0,1,0
Paris 2024,FRA,Addis Baptiste,Archery,0,1,0
Paris 2024,FRA,Akliouche Maghnes,Football,0,1,0
Paris 2024,FRA,Albicy Andrew,Basketball,0,1,0
Paris 2024,FRA,Andre Sylvain,Cycling BMX Racing,0,1,0
Paris 2024,FRA,Ayayi Valeriane,Basketball,0,1,0
Paris 2024,FRA,Bade Loic,Football,0,1,0
Paris 2024,FRA,Badiane Marieme,Basketball,0,1,0
Paris 2024,FRA,Balzer Sara,Fencing,0,1,0
Paris 2024,FRA,Batum Nicolas,Basketball,0,1,0
Paris 2024,FRA,Bennama Billal,Boxing,0,1,0
Paris 2024,FRA,Bernies Romane,Basketball,0,1,0
Paris 2024,FRA,Borel Yannick,Fencing,0,1,0
Paris 2024,FRA,Bouktit Sarah,Handball,0,1,0
Paris 2024,FRA,Candassamy Marie-Florence,Fencing,0,1,0
Paris 2024,FRA,Castryck Titouan,Canoe Slalom,0,1,0
Paris 2024,FRA,Cherki Rayan,Football,0,1,0
Paris 2024,FRA,Chery Alexia,Basketball,0,1,0
Paris 2024,FRA,Chirault Thomas,Archery,0,1,0
Paris 2024,FRA,Chotard Joris,Football,0,1,0
Paris 2024,FRA,Clouvel Elodie,Modern Pentathlon,0,1,0
Paris 2024,FRA,Cordinier Isaia,Basketball,0,1,0
Paris 2024,FRA,Coulibaly Bilal,Basketball,0,1,0
Paris 2024,FRA,Dany Dann,Breaking,0,1,0
Paris 2024,FRA,Darleux Mingam Cleopatre,Handball,0,1,0
Paris 2024,FRA,De Colo Nando,Basketball,0,1,0
Paris 2024,FRA,Diouf Andy,Football,0,1,0
Paris 2024,FRA,Doue Desire,Football,0,1,0
Paris 2024,FRA,Dussoulier Lucas,3x3 Basketball,0,1,0
Paris 2024,FRA,Fauthoux Marine,Basketball,0,1,0
Paris 2024,FRA,Flippes Laura,Handball,0,1,0
Paris 2024,FRA,Foppa Pauletta,Handball,0,1,0
Paris 2024,FRA,Fournier Evan,Basketball,0,1,0
Paris 2024,FRA,Glauser Laura,Handball,0,1,0
Paris 2024,FRA,Gobert Rudy,Basketball,0,1,0
Paris 2024,FRA,Grandveau Lena,Handball,0,1,0
Paris 2024,FRA,Granier Lucie,Handball,0,1,0
Paris 2024,FRA,Horacek Tamara,Handball,0,1,0
Paris 2024,FRA,Hug Angele,Canoe Slalom,0,1,0
Paris 2024,FRA,Jedrzejewski Camille,Shooting,0,1,0
Paris 2024,FRA,Johannes Marine,Basketball,0,1,0
Paris 2024,FRA,Kalimuendo Arnaud,Football,0,1,0
Paris 2024,FRA,Kanor Orlane,Handball,0,1,0
Paris 2024,FRA,Kirpichnikova Anastasiia,Swimming,0,1,0
Paris 2024,FRA,Kone Manu,Football,0,1,0
Paris 2024,FRA,Koretzky Victor,Cycling Mountain Bike,0,1,0
Paris 2024,FRA,Lacan Leila,Basketball,0,1,0
Paris 2024,FRA,Lacazette Alexandre,Football,0,1,0
Paris 2024,FRA,Laghouag Karim Florent,Equestrian,0,1,0
Paris 2024,FRA,Landois Stephane,Equestrian,0,1,0
Paris 2024,FRA,Lassource Coralie,Handball,0,1,0
Paris 2024,FRA,Lepenant Johann,Football,0,1,0
Paris 2024,FRA,Lessort Mathias,Basketball,0,1,0
Paris 2024,FRA,Locko Bradley,Football,0,1,0
Paris 2024,FRA,Louis-Marie Alexandra,Fencing,0,1,0
Paris 2024,FRA,Lukeba Castello,Football,0,1,0
Paris 2024,FRA,Madouas Valentin,Cycling Road,0,1,0
Paris 2024,FRA,Magassa Soungoutou,Football,0,1,0
Paris 2024,FRA,Malonga Dominique,Basketball,0,1,0
Paris 2024,FRA,Mateta Jean-Philippe,Football,0,1,0
Paris 2024,FRA,Matsima Chrislain,Football,0,1,0
Paris 2024,FRA,Michel Boury Sarah,Basketball,0,1,0
Paris 2024,FRA,Millot Enzo,Football,0,1,0
Paris 2024,FRA,Nkambadio Obed,Football,0,1,0
Paris 2024,FRA,Nocandy Meline,Handball,0,1,0
Paris 2024,FRA,Nolot Lauriane,Sailing,0,1,0
Paris 2024,FRA,Ntilikina Frank,Basketball,0,1,0
Paris 2024,FRA,Nze Minko Estelle,Handball,0,1,0
Paris 2024,FRA,Olise Michael,Football,0,1,0
Paris 2024,FRA,Ondono Onacia,Handball,0,1,0
Paris 2024,FRA,Oumiha Sofiane,Boxing,0,1,0
Paris 2024,FRA,Rambaut Jules,3x3 Basketball,0,1,0
Paris 2024,FRA,Restes Guillaume,Football,0,1,0
Paris 2024,FRA,Rupert Iliana,Basketball,0,1,0
Paris 2024,FRA,Sako Hatadou,Handball,0,1,0
Paris 2024,FRA,Salaun Janelle,Basketball,0,1,0
Paris 2024,FRA,Samba-Mayela Cyrena,Athletics,0,1,0
Paris 2024,FRA,Seguela Franck,3x3 Basketball,0,1,0
Paris 2024,FRA,Sildillia Kiliann,Football,0,1,0
Paris 2024,FRA,Strazel Matthew,Basketball,0,1,0
Paris 2024,FRA,Toublanc Alicia,Handball,0,1,0
Paris 2024,FRA,Touzaint Nicolas,Equestrian,0,1,0
Paris 2024,FRA,Truffert Adrien,Football,0,1,0
Paris 2024,FRA,Valentini Chloe,Handball,0,1,0
Paris 2024,FRA,Valladont Jean-Charles,Archery,0,1,0
Paris 2024,FRA,Vergiat Timothe,3x3 Basketball,0,1,0
Paris 2024,FRA,Vitalis Coraline,Fencing,0,1,0
Paris 2024,FRA,Wembanyama Victor,Basketball,0,1,0
Paris 2024,FRA,Williams Gabby,Basketball,0,1,0
Paris 2024,FRA,Yabusele Guerschon,Basketball,0,1,0
Paris 2024,FRA,Zaadi Deuna Grace,Handball,0,1,0
Paris 2024,GBR,Asher-Smith Dina,Athletics,0,1,0
Paris 2024,GBR,Bigham Daniel,Cycling Track,0,1,0
Paris 2024,GBR,Booth Esme,Rowing,0,1,0
Paris 2024,GBR,Burgess Adam,Canoe Slalom,0,1,0
Paris 2024,GBR,Clarke Joseph,Canoe Slalom,0,1,0
Paris 2024,GBR,Cunningham Caden,Taekwondo,0,1,0
Paris 2024,GBR,Daley Thomas,Diving,0,1,0
Paris 2024,GBR,Evans Neah,Cycling Track,0,1,0
Paris 2024,GBR,Fleetwood Tommy,Golf,0,1,0
Paris 2024,GBR,George Tom,Rowing,0,1,0
Paris 2024,GBR,Glover Helen,Rowing,0,1,0
Paris 2024,GBR,Hayter Ethan,Cycling Track,0,1,0
Paris 2024,GBR,Henderson Anna,Cycling Road,0,1,0
Paris 2024,GBR,Henry Desiree,Athletics,0,1,0
Paris 2024,GBR,Hunt Amy,Athletics,0,1,0
Paris 2024,GBR,Johnson-Thompson Katarina,Athletics,0,1,0
Paris 2024,GBR,Kerr Josh,Athletics,0,1,0
Paris 2024,GBR,Lansiquot Imani,Athletics,0,1,0
Paris 2024,GBR,Lowe Ed,Cycling Track,0,1,0
Paris 2024,GBR,Neita Daryll,Athletics,0,1,0
Paris 2024,GBR,Peaty Adam,Swimming,0,1,0
Paris 2024,GBR,Proud Benjamin,Swimming,0,1,0
Paris 2024,GBR,Redgrave Sam,Rowing,0,1,0
Paris 2024,GBR,Reilly Kieran Darren David,Cycling BMX Freestyle,0,1,0
Paris 2024,GBR,Rutter Amber Jo,Shooting,0,1,0
Paris 2024,GBR,Shorten Rebecca,Rowing,0,1,0
Paris 2024,GBR,Shortman Kate,Artistic Swimming,0,1,0
Paris 2024,GBR,Tanfield Charlie,Cycling Track,0,1,0
Paris 2024,GBR,Thorpe Isabelle,Artistic Swimming,0,1,0
Paris 2024,GBR,Turnbull Hamish,Cycling Track,0,1,0
Paris 2024,GBR,Vernon Ethan,Cycling Track,0,1,0
Paris 2024,GBR,Williams Bianca,Athletics,0,1,0
Paris 2024,GBR,Wood Oliver,Cycling Track,0,1,0
Paris 2024,GBR,Wynne-Griffith Oliver,Rowing,0,1,0
Paris 2024,GEO,Grigalashvili Tato,Judo,0,1,0
Paris 2024,GEO,Matcharashvili Givi,Wrestling,0,1,0
Paris 2024,GEO,Sulamanidze Ilia,Judo,0,1,0
Paris 2024,GER,Bruessler Sarah,Canoe Sprint,0,1,0
Paris 2024,GER,Butkereit Miriam,Judo,0,1,0
Paris 2024,GER,Dahmke Rune,Handball,0,1,0
Paris 2024,GER,Danneberg Jean-Paul,Hockey,0,1,0
Paris 2024,GER,Ehlers Nils,Beach Volleyball,0,1,0
Paris 2024,GER,Fischer Justus,Handball,0,1,0
Paris 2024,GER,Golla Johannes,Handball,0,1,0
Paris 2024,GER,Grambusch Mats,Hockey,0,1,0
Paris 2024,GER,Grambusch Tom,Hockey,0,1,0
Paris 2024,GER,Grgic Marko,Handball,0,1,0
Paris 2024,GER,Grosse Johannes,Hockey,0,1,0
Paris 2024,GER,Haefner Kai,Handball,0,1,0
Paris 2024,GER,Hellwig Malte,Hockey,0,1,0
Paris 2024,GER,Henseleit Esther,Golf,0,1,0
Paris 2024,GER,Heymann Sebastian,Handball,0,1,0
Paris 2024,GER,Hinrichs Teo,Hockey,0,1,0
Paris 2024,GER,Hornke Tim,Handball,0,1,0
Paris 2024,GER,Jagsch Pauline,Canoe Sprint,0,1,0
Paris 2024,GER,Kaufmann Paul-Philipp,Hockey,0,1,0
Paris 2024,GER,Klemet Oliver,Marathon Swimming,0,1,0
Paris 2024,GER,Knorr Juri,Handball,0,1,0
Paris 2024,GER,Koester Julian,Handball,0,1,0
Paris 2024,GER,Kohlbacher Jannik,Handball,0,1,0
Paris 2024,GER,Kroppen Michelle,Archery,0,1,0
Paris 2024,GER,Lilik Elena,Canoe Slalom,0,1,0
Paris 2024,GER,Ludwig Moritz,Hockey,0,1,0
Paris 2024,GER,Mertens Lukas,Handball,0,1,0
Paris 2024,GER,Mihambo Malaika,Athletics,0,1,0
Paris 2024,GER,Miltkau Marco,Hockey,0,1,0
Paris 2024,GER,Mueller Hannes,Hockey,0,1,0
Paris 2024,GER,Mueller Mathias,Hockey,0,1,0
Paris 2024,GER,Neugebauer Leo,Athletics,0,1,0
Paris 2024,GER,Peillat Gonzalo,Hockey,0,1,0
Paris 2024,GER,Prinz Thies,Hockey,0,1,0
Paris 2024,GER,Ruehr Christopher,Hockey,0,1,0
Paris 2024,GER,Spaeth David,Handball,0,1,0
Paris 2024,GER,Steinert Christoph,Handball,0,1,0
Paris 2024,GER,Unruh Florian,Archery,0,1,0
Paris 2024,GER,Uscins Renars,Handball,0,1,0
Paris 2024,GER,Weigand Justus,Hockey,0,1,0
Paris 2024,GER,Wellen Niklas,Hockey,0,1,0
Paris 2024,GER,Wickler Clemens,Beach Volleyball,0,1,0
Paris 2024,GER,Windfeder Lukas,Hockey,0,1,0
Paris 2024,GER,Witzke Luca,Handball,0,1,0
Paris 2024,GER,Wolff Andreas,Handball,0,1,0
Paris 2024,GER,Zwicker Martin,Hockey,0,1,0
Paris 2024,GRE,Christou Apostolos,Swimming,0,1,0
Paris 2024,HUN,Gemesi Csanad,Fencing,0,1,0
Paris 2024,HUN,Halasz Bence,Athletics,0,1,0
Paris 2024,HUN,Nadas Bence,Canoe Sprint,0,1,0
Paris 2024,HUN,Rabb Krisztian,Fencing,0,1,0
Paris 2024,HUN,Szatmari Andras,Fencing,0,1,0
Paris 2024,HUN,Szilagyi Aron,Fencing,0,1,0
Paris 2024,HUN,Totka Sandor,Canoe Sprint,0,1,0
Paris 2024,HUN,Varga Adam,Canoe Sprint,0,1,0
Paris 2024,IND,Chopra Neeraj,Athletics,0,1,0
Paris 2024,IRI,Amouzadkhalili Rahman,Wrestling,0,1,0
Paris 2024,IRI,Barkhordari Mehran,Taekwondo,0,1,0
Paris 2024,IRI,Kiyanichandeh Nahid,Taekwondo,0,1,0
Paris 2024,IRI,Mohmadipiani Alireza,Wrestling,0,1,0
Paris 2024,IRI,Yazdanicharati Hassan,Wrestling,0,1,0
Paris 2024,IRI,Zare Amir Hossein,Wrestling,0,1,0
Paris 2024,ISR,Bakanov Shani,Rhythmic Gymnastics,0,1,0
Paris 2024,ISR,Dolgopyat Artem,Artistic Gymnastics,0,1,0
Paris 2024,ISR,Friedmann Adar,Rhythmic Gymnastics,0,1,0
Paris 2024,ISR,Hershko Raz,Judo,0,1,0
Paris 2024,ISR,Kantor Sharon,Sailing,0,1,0
Paris 2024,ISR,Lanir Inbar,Judo,0,1,0
Paris 2024,ISR,Paritzki Romi,Rhythmic Gymnastics,0,1,0
Paris 2024,ISR,Shaham Ofir,Rhythmic Gymnastics,0,1,0
Paris 2024,ISR,Svertsov Diana,Rhythmic Gymnastics,0,1,0
Paris 2024,ITA,Andreoli Angela,Artistic Gymnastics,0,1,0
Paris 2024,ITA,Battocletti Nadia,Athletics,0,1,0
Paris 2024,ITA,Bianchi Guillaume,Fencing,0,1,0
Paris 2024,ITA,Casadei Gabriele,Canoe Sprint,0,1,0
Paris 2024,ITA,Chiumento Luca,Rowing,0,1,0
Paris 2024,ITA,Errigo Arianna,Fencing,0,1,0
Paris 2024,ITA,Favaretto Martina,Fencing,0,1,0
Paris 2024,ITA,Foconi Alessio,Fencing,0,1,0
Paris 2024,ITA,Gentili Giacomo,Rowing,0,1,0
Paris 2024,ITA,Iorio Elisa,Artistic Gymnastics,0,1,0
Paris 2024,ITA,Maldini Federico Nilo,Shooting,0,1,0
Paris 2024,ITA,Marini Tommaso,Fencing,0,1,0
Paris 2024,ITA,Oppo Stefano,Rowing,0,1,0
Paris 2024,ITA,Palumbo Francesca,Fencing,0,1,0
Paris 2024,ITA,Panizza Andrea,Rowing,0,1,0
Paris 2024,ITA,Rambaldi Luca,Rowing,0,1,0
Paris 2024,ITA,Soares Gabriel,Rowing,0,1,0
Paris 2024,ITA,Stanco Silvana Maria,Shooting,0,1,0
Paris 2024,ITA,Tacchini Carlo,Canoe Sprint,0,1,0
Paris 2024,ITA,Villa Giorgia,Artistic Gymnastics,0,1,0
Paris 2024,ITA,Viviani Elia,Cycling Track,0,1,0
Paris 2024,ITA,Volpi Alice,Fencing,0,1,0
Paris 2024,JAM,Pinnock Wayne,Athletics,0,1,0
Paris 2024,JAM,Ricketts Shanieka,Athletics,0,1,0
Paris 2024,JAM,Thompson Kishane,Athletics,0,1,0
Paris 2024,JOR,Kareem Zaid,Taekwondo,0,1,0
Paris 2024,JPN,Abe Uta,Judo,0,1,0
Paris 2024,JPN,Akama Liz,Skateboarding,0,1,0
Paris 2024,JPN,Anraku Sorato,Sport Climbing,0,1,0
Paris 2024,JPN,Harimoto Miwa,Table Tennis,0,1,0
Paris 2024,JPN,Hiraki Cocona,Skateboarding,0,1,0
Paris 2024,JPN,Hirano Miu,Table Tennis,0,1,0
Paris 2024,JPN,Komata Akira,Fencing,0,1,0
Paris 2024,JPN,Matsushita Tomoyuki,Swimming,0,1,0
Paris 2024,JPN,Minobe Kazuyasu,Fencing,0,1,0
Paris 2024,JPN,Niizoe Saki,Judo,0,1,0
Paris 2024,JPN,Okada Keiju,Sailing,0,1,0
Paris 2024,JPN,Saito Tatsuru,Judo,0,1,0
Paris 2024,JPN,Sato Taishu,Modern Pentathlon,0,1,0
Paris 2024,JPN,Sone Akira,Judo,0,1,0
Paris 2024,JPN,Takaichi Miku,Judo,0,1,0
Paris 2024,JPN,Takatani Daichi,Wrestling,0,1,0
Paris 2024,JPN,Takayama Rika,Judo,0,1,0
Paris 2024,JPN,Tamai Rikuto,Diving,0,1,0
Paris 2024,JPN,Wolf Aaron,Judo,0,1,0
Paris 2024,JPN,Yamada Masaru,Fencing,0,1,0
Paris 2024,JPN,Yoshioka Miho,Sailing,0,1,0
Paris 2024,KAZ,Kurbanov Nariman,Artistic Gymnastics,0,1,0
Paris 2024,KAZ,Oralbay Nurbek,Boxing,0,1,0
Paris 2024,KAZ,Zhadrayev Demeu,Wrestling,0,1,0
Paris 2024,KEN,Kwemoi Ronald,Athletics,0,1,0
Paris 2024,KGZ,Seiitbek Uulu Munarbek,Boxing,0,1,0
Paris 2024,KGZ,Zhumanazarova Meerim,Wrestling,0,1,0
Paris 2024,KOR,Cho Yeongjae,Shooting,0,1,0
Paris 2024,KOR,Choi Sebin,Fencing,0,1,0
Paris 2024,KOR,Jeon Eunhye,Fencing,0,1,0
Paris 2024,KOR,Jeon Hayoung,Fencing,0,1,0
Paris 2024,KOR,Jeong Na Eun,Badminton,0,1,0
Paris 2024,KOR,Keum Jihyeon,Shooting,0,1,0
Paris 2024,KOR,Kim Won Ho,Badminton,0,1,0
Paris 2024,KOR,Kim Yeji,Shooting,0,1,0
Paris 2024,KOR,Park Hajun,Shooting,0,1,0
Paris 2024,KOR,Park Hyejeong,Weightlifting,0,1,0
Paris 2024,KOR,Yoon Jisu,Fencing,0,1,0
Paris 2024,KOS,Krasniqi Distria,Judo,0,1,0
Paris 2024,LTU,Alekna Mykolas,Athletics,0,1,0
Paris 2024,LTU,Nicka,Breaking,0,1,0
Paris 2024,MDA,Nichita Anastasia,Wrestling,0,1,0
Paris 2024,MEX,Awiti Alcaraz Prisca,Judo,0,1,0
Paris 2024,MEX,Celaya Hernandez Juan Manuel,Diving,0,1,0
Paris 2024,MEX,Verde Alvarez Marco Alonso,Boxing,0,1,0
Paris 2024,MGL,Bavuudorj Baasankhuu,Judo,0,1,0
Paris 2024,NED,Broenink Stef,Rowing,0,1,0
Paris 2024,NED,De Graaf Sander,Rowing,0,1,0
Paris 2024,NED,De Jong Roos,Rowing,0,1,0
Paris 2024,NED,De Witte Lisanne,Athletics,0,1,0
Paris 2024,NED,Dullemans Tessa,Rowing,0,1,0
Paris 2024,NED,Fetter Dieuwke,Rowing,0,1,0
Paris 2024,NED,Knab Ruben,Rowing,0,1,0
Paris 2024,NED,Makker Mick,Rowing,0,1,0
Paris 2024,NED,Molenaar Olav,Rowing,0,1,0
Paris 2024,NED,Paulis Bente,Rowing,0,1,0
Paris 2024,NED,Rienks Ralf,Rowing,0,1,0
Paris 2024,NED,Saalberg Eveline,Athletics,0,1,0
Paris 2024,NED,Twellaar Melvin,Rowing,0,1,0
